name,spec_num,during_time_spec,extraction_mistake_during,dfa_extract_specs_states,dfa_extract_specs_final,dfa_extract_spec_mem_queries,mistake_time_extraction,extraction_mistake_after,dfa_extract_states,dfa_extract_final,dfa_extract_mem_queries,mistake_time_rand,mistake_rand,rand_num_queries
19,2,11.8,"('a', 'b', 'e', 'b', 'c', 'd', 'b', 'a', 'b', 'e')",26,17,9807,5.33,NAN,21,13,9293,4.29,"('a', 'a', 'd', 'c', 'a', 'b', 'a', 'b', 'd', 'e', 'c', 'c', 'a', 'b', 'd', 'c', 'c', 'e', 'd', 'c', 'c', 'c', 'd', 'b', 'c', 'a', 'e', 'a', 'c', 'e', 'b', 'e', 'd', 'a', 'e', 'b', 'b', 'b', 'e', 'c', 'd', 'a', 'e', 'c', 'b', 'c', 'a', 'c', 'd', 'b', 'c', 'e', 'e', 'a', 'a', 'b', 'b', 'b', 'c', 'c', 'b', 'e')",7400
19,3,3.17,NAN,21,13,8543,1.09e+02,NAN,51,29,56425,6.5,"('c', 'b', 'c', 'd', 'c', 'd', 'a', 'a', 'a', 'b', 'e', 'd', 'a', 'd', 'c', 'a', 'e', 'e', 'a', 'a', 'b', 'b', 'd', 'd', 'e', 'c', 'e', 'b', 'a', 'b', 'd', 'e', 'd', 'e', 'e', 'b', 'c', 'a', 'a', 'e', 'd', 'd', 'c', 'b', 'b', 'a', 'd', 'a', 'b', 'a', 'a', 'b', 'a', 'b', 'a', 'c', 'a', 'a', 'd', 'e', 'b', 'd', 'b', 'd', 'e', 'a', 'b', 'e', 'a', 'c', 'e', 'a', 'b', 'c', 'a', 'c', 'e', 'b', 'b', 'b', 'a', 'e', 'a', 'c', 'd', 'd', 'd', 'd', 'e', 'b', 'c', 'a', 'e', 'c', 'b', 'b', 'c', 'a', 'e', 'e', 'e', 'c', 'd', 'd', 'a', 'd', 'a', 'e', 'e', 'd', 'd', 'c', 'b', 'b', 'e', 'a', 'b', 'a', 'b', 'b', 'e', 'e', 'e', 'e', 'b', 'd', 'c', 'd', 'd', 'e', 'a', 'c', 'a', 'e', 'd', 'a', 'c', 'a', 'a', 'b', 'a', 'e', 'd', 'c', 'e', 'd', 'e', 'c', 'b', 'b', 'b', 'a', 'a', 'd', 'd', 'a', 'e')",11000
19,4,5.3,"('a', 'e', 'a', 'c', 'a', 'e', 'a', 'a', 'd', 'b', 'a', 'b', 'b', 'b')",31,17,15253,4.52,NAN,21,13,8155,6.93,"('b', 'a', 'e', 'd', 'a', 'a', 'e', 'd', 'c', 'c', 'e', 'a', 'd', 'd', 'd', 'd', 'a', 'a', 'e', 'a', 'b', 'c', 'c', 'e', 'a', 'e', 'b', 'a', 'd', 'd', 'c', 'a', 'd', 'e', 'd', 'b', 'b', 'c', 'b', 'b', 'e', 'e', 'd', 'b', 'd', 'd', 'a', 'c', 'b', 'a', 'a', 'c', 'c', 'd', 'b', 'd', 'a', 'd', 'c', 'e', 'e', 'a', 'c', 'd', 'a', 'b', 'c', 'c', 'c', 'a', 'd', 'd', 'e', 'e', 'e', 'd', 'd', 'd', 'c', 'd', 'c', 'e', 'd', 'b', 'e', 'c', 'c', 'b')",12200
19,5,3.15,NAN,21,13,8496,43.2,NAN,43,28,37484,1.51,"('b', 'd', 'a', 'a', 'a', 'c', 'b', 'a', 'c', 'a', 'a', 'a', 'a', 'a', 'c', 'e', 'e', 'c', 'a', 'b', 'e', 'a', 'b', 'a', 'a', 'a', 'c', 'c', 'b', 'a', 'c', 'a', 'c', 'c', 'c', 'e', 'c', 'b', 'c', 'b', 'c', 'd', 'b', 'a', 'b', 'e', 'a', 'e', 'b', 'b', 'e', 'd', 'a', 'e', 'd', 'b', 'd', 'e', 'e', 'a', 'd', 'c', 'a', 'e', 'e', 'd', 'a', 'e', 'e', 'c', 'c', 'd', 'a', 'd', 'e', 'a', 'b', 'b', 'e', 'b', 'c', 'c', 'a', 'b', 'a', 'e', 'e', 'd', 'e', 'c', 'b', 'e', 'a', 'b', 'c', 'e', 'b', 'a', 'e', 'b', 'a', 'd', 'b', 'a', 'd', 'b', 'e', 'd', 'c', 'e', 'd', 'c', 'c', 'c', 'b', 'a', 'd', 'd', 'a', 'b', 'b', 'a', 'c', 'd', 'b', 'e', 'a', 'e', 'b', 'd', 'c', 'b', 'e', 'b', 'a', 'c', 'e', 'a', 'a', 'e', 'd', 'd', 'd', 'e', 'd', 'e', 'd', 'c', 'e', 'a', 'b', 'b', 'c', 'c', 'e', 'e', 'd', 'b', 'd', 'b', 'c', 'e', 'c', 'b', 'b', 'd', 'd', 'd', 'e', 'a', 'e', 'b', 'a', 'c', 'a', 'd', 'c', 'd', 'a', 'c', 'c', 'c', 'c', 'd', 'd', 'e', 'a', 'b', 'd', 'd', 'c', 'a', 'b', 'a', 'b', 'c', 'e', 'd', 'a', 'd', 'd', 'a', 'c', 'c', 'd', 'd', 'c', 'e', 'd', 'e', 'b', 'c', 'a', 'c', 'b', 'd', 'd', 'b', 'd', 'd', 'd', 'b', 'd', 'b', 'b', 'd', 'e', 'b', 'a', 'e', 'b', 'd', 'e', 'a', 'a', 'e', 'b', 'b', 'a', 'b', 'c', 'd', 'b', 'e', 'b', 'd', 'a', 'd', 'e', 'c', 'c', 'c', 'c', 'b', 'e', 'a', 'e', 'a', 'e', 'c', 'c', 'b', 'a', 'c', 'b', 'c', 'b', 'd', 'c', 'c', 'b', 'd', 'd', 'e', 'a', 'b', 'b', 'b', 'a', 'b', 'a', 'c', 'c', 'd', 'b', 'e', 'b', 'b', 'a', 'b', 'c', 'e', 'd', 'c', 'b')",2600
29,1,3.18,"('a', 'a', 'c', 'a', 'b', 'd', 'a', 'c', 'b', 'e')",24,8,10017,7.58,NAN,19,5,9226,10.9,"('d', 'e', 'e', 'a', 'a', 'c', 'c', 'a', 'd', 'e', 'e', 'a', 'c', 'c', 'b', 'd', 'a', 'c', 'b', 'd', 'b', 'b', 'd', 'c', 'e', 'd', 'e', 'b', 'e', 'c', 'a', 'a', 'e', 'a', 'd', 'e', 'c', 'd', 'd', 'a', 'b', 'd', 'a', 'e', 'b', 'e', 'c', 'c', 'a', 'c', 'e', 'd', 'e', 'b', 'd', 'a', 'c', 'c', 'c', 'e', 'b', 'c', 'd', 'a', 'd', 'c', 'b', 'b', 'a', 'a', 'c', 'a', 'e', 'a', 'e', 'c', 'b', 'a', 'e', 'a', 'e', 'e', 'd', 'a', 'e', 'e', 'a', 'c', 'a', 'b', 'b', 'a', 'a', 'a', 'c', 'a', 'b', 'b', 'a', 'c', 'a', 'd', 'a', 'a', 'c', 'a', 'c', 'a', 'c', 'c', 'e', 'a', 'a', 'c', 'd', 'b', 'e')",23400
29,2,2.42,NAN,19,5,7611,9.88,NAN,23,7,11691,8.48,"('d', 'e', 'd', 'e', 'a', 'b', 'e', 'c', 'd', 'd', 'a', 'a', 'b', 'b', 'c', 'b', 'a', 'b', 'b', 'a', 'c', 'c', 'd', 'b', 'd', 'b', 'e', 'b', 'b', 'd', 'c', 'd', 'd', 'c', 'd', 'a', 'd', 'a', 'e', 'c', 'a', 'c', 'a', 'b', 'd', 'c', 'c', 'c', 'a', 'b', 'd', 'a', 'c', 'b', 'b', 'b', 'c', 'b', 'c', 'e')",17800
29,3,2.46,NAN,19,5,7700,8.17,NAN,19,5,7936,15.1,"('e', 'd', 'c', 'b', 'a', 'b', 'd', 'b', 'd', 'b', 'd', 'b', 'a', 'a', 'b', 'b', 'a', 'c', 'b', 'a', 'b', 'c', 'c', 'b', 'e', 'd', 'c', 'd', 'b', 'e', 'b', 'a', 'c', 'b', 'b', 'b', 'c', 'a', 'a', 'b', 'd', 'a', 'c', 'a', 'a', 'e', 'c', 'c', 'd', 'b', 'd', 'e', 'a', 'c', 'a', 'a', 'd', 'a', 'c', 'c', 'b', 'c', 'd', 'a', 'c', 'd', 'd', 'd', 'e', 'b', 'c', 'b', 'a', 'a', 'b', 'e')",31000
29,4,2.37,NAN,19,5,7522,4.0,NAN,19,5,7985,4.61,"('c', 'e', 'a', 'a', 'c', 'e', 'd', 'e', 'e', 'e', 'a', 'a', 'd', 'd', 'c', 'e', 'b', 'd', 'b', 'b', 'c', 'b', 'd', 'b', 'b', 'a', 'd', 'c', 'b', 'a', 'd', 'b', 'b', 'e', 'e', 'b', 'a', 'd', 'd', 'e', 'b', 'd', 'c', 'd', 'a', 'e', 'c', 'd', 'e', 'a', 'a', 'b', 'd', 'a', 'd', 'a', 'e', 'c', 'b', 'c', 'c', 'e', 'a', 'c', 'a', 'a', 'a', 'a', 'b', 'd', 'c', 'c', 'a', 'b', 'b', 'e', 'd', 'd', 'd', 'c', 'd', 'b', 'c', 'e', 'c', 'c', 'e', 'a', 'e', 'a', 'd', 'b', 'a', 'a', 'a', 'a', 'b', 'b', 'd', 'a', 'd', 'd', 'a', 'b', 'c', 'a', 'b', 'b', 'b', 'c', 'd', 'a', 'b', 'a', 'e', 'a', 'a', 'a', 'c', 'b', 'e', 'b', 'c', 'c', 'a', 'c', 'c', 'c', 'a', 'e', 'a', 'b', 'd', 'd', 'e', 'b', 'd', 'e', 'e', 'c', 'c', 'a', 'c', 'a', 'c', 'e', 'c', 'a', 'd', 'a', 'd', 'd', 'd', 'c', 'e', 'c', 'b', 'e', 'c', 'a', 'e', 'd', 'd', 'c', 'b', 'a', 'a', 'b', 'd', 'd', 'e', 'c', 'e', 'a', 'd', 'd', 'a', 'e', 'e', 'e', 'b', 'a', 'c', 'a', 'a', 'd', 'e', 'a', 'b', 'a', 'b', 'e', 'e', 'd', 'c', 'a', 'c', 'b', 'd', 'a', 'a', 'b', 'b', 'd', 'c', 'e', 'd', 'c', 'c', 'c', 'e', 'c', 'c', 'd', 'd', 'd', 'b', 'c', 'd', 'c', 'd', 'e', 'a', 'e', 'a', 'c', 'b', 'b', 'c', 'd', 'b', 'c', 'c', 'b', 'e', 'a', 'd', 'c', 'e', 'e', 'e', 'a', 'b', 'e', 'e')",9800
29,5,2.39,NAN,19,5,7556,4.22,NAN,19,5,8436,5.17,"('a', 'c', 'c', 'e', 'b', 'd', 'a', 'd', 'b', 'b', 'e', 'd', 'e', 'b', 'c', 'b', 'a', 'e', 'e', 'a', 'b', 'a', 'e', 'b', 'b', 'a', 'c', 'c', 'b', 'a', 'e', 'd', 'a', 'e', 'e', 'b', 'd', 'd', 'b', 'a', 'e', 'e', 'a', 'e', 'c', 'e', 'a', 'e', 'b', 'a', 'e', 'a', 'a', 'e', 'b', 'd', 'd', 'c', 'e', 'e', 'b', 'e', 'a', 'a', 'e', 'c', 'c', 'c', 'a', 'a', 'a', 'a', 'a', 'a', 'b', 'd', 'a', 'c', 'b', 'b', 'd', 'c', 'a', 'd', 'e', 'e', 'c', 'd', 'd')",10800
25,1,1.0,NAN,8,3,2897,1.07,NAN,8,3,2973,42.8,NAN,120000
25,2,0.94,NAN,8,3,2892,1.26,NAN,8,3,3544,42.8,NAN,120000
25,3,0.939,NAN,8,3,2901,0.833,NAN,8,3,2182,43.0,NAN,120000
25,4,1.08,NAN,8,3,3006,1.24,NAN,8,3,3192,42.8,NAN,120000
25,5,0.976,NAN,8,3,2878,1.31,NAN,8,3,3592,42.9,NAN,120000
10,1,4.78,"('d', 'c', 'e', 'd', 'e', 'a', 'b', 'd', 'a', 'b', 'b')",31,5,14456,5.0,NAN,21,4,9732,5.13,"('a', 'b', 'c', 'a', 'd', 'd', 'd', 'b', 'e', 'a', 'e', 'b', 'a', 'c', 'b', 'c', 'e', 'd', 'e', 'd', 'b', 'e', 'c', 'a', 'b', 'd', 'c', 'b', 'e', 'b', 'c', 'a', 'e', 'c', 'e', 'b', 'b', 'e', 'c', 'd', 'd', 'c', 'e', 'e', 'e', 'a', 'c', 'd', 'a', 'c', 'c', 'e', 'a', 'b', 'a', 'd', 'd', 'c', 'c', 'c', 'c', 'a', 'a', 'b', 'b', 'b', 'e', 'e', 'c', 'e', 'a', 'e', 'b', 'a', 'e', 'e', 'd', 'c', 'c', 'd', 'a', 'e', 'd', 'b', 'e', 'a', 'a', 'b', 'd', 'e', 'c', 'b', 'e', 'b', 'a', 'e', 'c', 'b', 'd', 'a', 'e', 'b', 'b', 'e', 'b', 'a', 'b', 'e', 'c', 'd', 'a', 'd', 'e', 'c', 'd', 'e', 'a', 'd', 'a', 'a', 'b', 'c', 'c', 'e', 'a', 'b', 'd', 'c', 'd', 'b', 'a', 'a', 'c', 'd', 'b', 'd', 'b', 'a', 'c', 'c', 'a', 'b', 'e', 'a', 'e', 'a', 'b', 'c', 'a', 'e', 'd', 'b', 'b', 'c', 'c', 'd', 'b', 'e')",8800
10,2,68.5,"('d', 'a', 'a', 'c', 'c', 'b', 'b', 'b', 'e', 'd', 'e', 'b', 'e', 'a', 'b')",52,8,52943,5.32,NAN,21,4,9435,0.602,"('c', 'a', 'b', 'b', 'b', 'c', 'b', 'a', 'b', 'b', 'c', 'e', 'b', 'e', 'e', 'd', 'c', 'b', 'a', 'c', 'e', 'c', 'a', 'd', 'a', 'e', 'd', 'a', 'c', 'c', 'e', 'a', 'e', 'a', 'd', 'e', 'b', 'c', 'a', 'b', 'c', 'a', 'a', 'b', 'a', 'e', 'd', 'b', 'd', 'c', 'd', 'd', 'c', 'e', 'd', 'c', 'd', 'c', 'e', 'b', 'e', 'd', 'a', 'd', 'b', 'e', 'a', 'a', 'c', 'b', 'a', 'a', 'e', 'e', 'a', 'd', 'b', 'c', 'b', 'b', 'd', 'e', 'c', 'b', 'e', 'a', 'd', 'e', 'd', 'd', 'a', 'b', 'b', 'd', 'd', 'd', 'c', 'e', 'a', 'a', 'c', 'e', 'a', 'e', 'c', 'c', 'e', 'b', 'a', 'c', 'c', 'd', 'c', 'c', 'c', 'e', 'b', 'a', 'c', 'e', 'c', 'c', 'b', 'd', 'b', 'e', 'a', 'd', 'c', 'a', 'a', 'd', 'a', 'd', 'b', 'b', 'c', 'c', 'a', 'c', 'a', 'e', 'b', 'd', 'c', 'c', 'b', 'd', 'e', 'e', 'c', 'b', 'd', 'c', 'c', 'b', 'd', 'b')",1000
10,3,6.55,NAN,21,4,10548,43.1,NAN,52,8,52459,0.743,"('e', 'd', 'a', 'e', 'd', 'd', 'b', 'b', 'e', 'b', 'd', 'e', 'c', 'd', 'd', 'a', 'c', 'd', 'd', 'c', 'a', 'c', 'e', 'b', 'b', 'c', 'c', 'b', 'd', 'a', 'c', 'b', 'c', 'c', 'b', 'd', 'd', 'd', 'c', 'd', 'e', 'd', 'e', 'b', 'c', 'a', 'e', 'c', 'c', 'd', 'd', 'c', 'e', 'b', 'c', 'c', 'e', 'e', 'a', 'c', 'c', 'b', 'c', 'c', 'b', 'a', 'c', 'c', 'a', 'd', 'a', 'e', 'c', 'e', 'd', 'e', 'c', 'e', 'a', 'e', 'a', 'b', 'd', 'e', 'e', 'a', 'e', 'c', 'a', 'c', 'c', 'd', 'a', 'd', 'd', 'c', 'b', 'd', 'b', 'd', 'd', 'e', 'b', 'c', 'd', 'c', 'e', 'c', 'b', 'c', 'c', 'd', 'c', 'd', 'e', 'e', 'e', 'c', 'a', 'c', 'a', 'e', 'b', 'b', 'c', 'b', 'c', 'a', 'd', 'a', 'd', 'b', 'b', 'd', 'a', 'd')",1200
10,4,28.6,"('b', 'a', 'c', 'a', 'd', 'e', 'a', 'b', 'c', 'd', 'b', 'a')",29,7,16955,6.2,NAN,21,4,9456,24.0,"('e', 'a', 'e', 'd', 'e', 'e', 'd', 'a', 'a', 'd', 'b', 'a', 'b', 'c', 'c', 'e', 'a', 'a', 'c', 'a', 'b', 'a', 'c', 'a', 'd', 'a', 'd', 'e', 'c', 'e', 'd', 'd', 'd', 'b', 'c', 'b', 'e', 'c', 'a', 'b', 'a', 'c', 'b', 'a', 'b', 'b', 'c', 'a', 'd', 'a', 'e', 'a', 'b', 'e', 'd', 'b', 'a', 'a', 'e', 'd', 'd', 'e', 'a', 'b', 'd', 'a', 'a', 'e', 'c', 'a', 'b', 'a', 'c', 'd', 'b', 'a', 'c', 'c', 'd', 'a', 'b', 'a', 'c', 'c', 'e', 'd', 'a', 'b', 'e', 'b', 'b', 'c', 'b', 'b', 'c', 'e', 'd', 'd', 'b', 'a', 'c', 'c', 'e', 'e', 'a', 'c', 'd', 'b', 'a', 'e', 'c', 'e', 'd', 'e', 'a', 'c', 'd', 'b', 'c', 'c', 'e', 'c', 'd', 'a', 'c', 'c', 'e', 'e', 'b', 'a', 'd', 'c', 'e', 'a', 'd', 'e', 'd', 'a', 'd', 'b', 'a', 'd', 'c', 'c', 'b', 'd', 'd', 'b', 'a', 'c', 'a', 'd', 'c', 'd', 'e', 'a', 'a', 'd', 'e', 'b', 'c', 'b', 'd', 'c', 'c', 'e', 'a', 'c', 'e', 'e', 'e', 'a', 'd', 'd', 'e', 'd', 'e', 'b', 'a', 'e', 'c', 'b', 'e', 'c', 'b', 'd', 'a', 'e', 'a', 'e', 'd', 'c', 'a', 'e', 'e', 'e', 'c', 'a', 'b', 'e', 'c', 'd', 'a', 'a', 'b', 'c', 'b', 'e', 'e', 'c', 'c', 'e', 'b', 'b', 'a', 'b', 'b', 'd', 'e', 'c', 'b', 'd', 'c', 'c', 'a', 'd', 'a', 'c', 'd', 'e', 'a', 'd', 'd', 'e', 'b', 'b', 'e', 'e', 'a', 'a', 'c', 'b', 'd', 'e', 'a', 'c', 'c', 'b', 'a', 'd', 'd', 'c', 'd', 'a', 'a', 'b', 'e')",40800
10,5,3.7,NAN,21,4,9651,9.24,NAN,21,4,10765,31.9,"('d', 'c', 'd', 'b', 'c', 'd', 'c', 'a', 'd', 'a', 'b', 'a', 'c', 'd', 'e', 'b', 'b', 'd', 'a', 'd', 'b', 'a', 'd', 'd', 'c', 'b', 'e', 'd', 'e', 'e', 'e', 'b', 'b', 'b', 'd', 'e', 'a', 'c', 'e', 'e', 'c', 'c', 'c', 'e', 'd', 'b')",53800
8,1,5.4,"('c', 'a', 'd', 'b', 'd', 'a')",25,8,7821,9.28e+02,"('c', 'd', 'c', 'a', 'a')",582,196,8921010,5.5,"('c', 'd', 'a', 'e', 'b', 'a', 'c', 'd', 'a', 'c', 'c', 'b', 'd', 'a', 'e', 'e', 'b', 'b', 'b', 'e', 'e', 'e', 'd', 'c', 'b', 'e', 'e', 'd', 'd')",10000
8,2,1.94,"('c', 'd', 'a', 'a', 'a')",24,10,7411,9.4e+02,NAN,540,168,8342215,0.517,"('c', 'd', 'a', 'e', 'b', 'a', 'c', 'a', 'e', 'b', 'd', 'd', 'e', 'a', 'b', 'b', 'd', 'd', 'd', 'e', 'c', 'b', 'c', 'a', 'd')",800
8,3,1.71,"('c', 'a', 'd', 'd', 'a')",23,8,7481,9.27e+02,"('c', 'a', 'd', 'd', 'a')",517,178,6852402,0.737,"('d', 'c', 'e', 'e', 'e', 'd', 'e', 'a', 'c', 'b', 'd', 'a', 'c', 'c', 'e', 'b', 'e', 'e', 'd', 'a', 'c', 'c', 'c', 'e', 'e', 'e', 'b', 'a', 'e', 'e', 'b', 'd', 'e', 'e', 'b', 'd', 'e', 'e', 'c', 'b', 'b', 'd', 'e', 'c', 'b', 'b', 'b', 'd', 'd', 'b', 'c', 'a', 'e', 'b', 'b', 'e', 'b', 'a', 'a', 'a', 'a', 'e', 'a', 'a', 'a', 'e', 'e', 'c', 'c', 'c', 'b', 'd', 'b', 'a', 'a', 'e', 'c', 'd', 'e', 'e', 'a', 'b', 'e', 'a', 'c', 'b', 'c', 'd', 'd', 'b', 'e', 'd', 'b', 'a', 'd', 'd', 'b', 'a', 'c', 'a', 'c', 'c', 'b', 'd', 'd', 'c', 'b', 'e', 'e', 'b', 'c', 'e', 'c', 'a', 'a', 'd', 'a', 'e', 'b', 'c', 'd', 'c', 'b', 'a', 'e', 'b', 'd', 'c', 'e', 'e')",1400
8,4,1.48,"('c', 'd', 'a', 'a', 'a')",22,10,6755,9.18e+02,NAN,521,174,8057853,0.136,"('c', 'e', 'b', 'c', 'd', 'e', 'd', 'c', 'd', 'b', 'b', 'c', 'a', 'a', 'c', 'd', 'a', 'd', 'a', 'c')",200
8,5,2.49,"('c', 'a', 'd', 'd', 'a')",22,8,5596,9.36e+02,"('c', 'a', 'd', 'd', 'a')",534,179,7038984,0.0902,"('c', 'd', 'c', 'b', 'a', 'b', 'b', 'a')",200
17,1,4.93,NAN,21,6,9534,23.8,NAN,39,10,30358,9.87,"('d', 'd', 'c', 'c', 'd', 'e', 'b', 'a', 'd', 'd', 'e', 'd', 'd', 'b', 'd', 'b', 'c', 'e', 'b', 'c', 'a', 'b', 'd', 'b', 'c', 'c', 'e', 'e', 'a', 'b', 'e', 'b', 'd', 'e', 'd', 'a', 'c', 'd', 'd', 'e', 'b', 'e', 'b', 'c', 'd', 'e', 'e', 'd', 'e', 'e', 'c', 'a', 'b', 'a', 'e', 'a', 'd', 'e', 'b', 'a', 'b', 'd', 'b', 'd', 'c', 'b', 'a', 'e', 'b', 'd', 'c', 'c', 'd', 'b', 'd', 'd', 'd', 'a', 'c', 'a', 'd', 'e', 'e', 'e', 'b', 'b', 'c', 'c', 'e', 'e', 'e', 'a', 'b', 'e', 'c', 'd', 'd', 'a', 'a', 'b')",18000
17,2,3.39,NAN,21,6,9388,1.64e+02,NAN,83,19,158274,0.415,"('b', 'd', 'b', 'a', 'c', 'c', 'c', 'c', 'e', 'a', 'd', 'e', 'c', 'b', 'd', 'd', 'b', 'b', 'd', 'e', 'b', 'c', 'a', 'a', 'b', 'b', 'b', 'e', 'c', 'e', 'b', 'c', 'c', 'e', 'c', 'a', 'c', 'e', 'c', 'd', 'b', 'b', 'd', 'e', 'c', 'a', 'c', 'a', 'b', 'a', 'e', 'd', 'b', 'e', 'b', 'b', 'c', 'b', 'e', 'b', 'c', 'd', 'd', 'b', 'c', 'a', 'b', 'c', 'e', 'a', 'd', 'c', 'b', 'b', 'b', 'b', 'd', 'a', 'e', 'b', 'd', 'e', 'e', 'a', 'd', 'c', 'e', 'b', 'd', 'd', 'e', 'a', 'e', 'b', 'c', 'e', 'b', 'e', 'e', 'c', 'd', 'e', 'd', 'b', 'd', 'e', 'd', 'e', 'c', 'd', 'a', 'c', 'd', 'e', 'c', 'b', 'd', 'c', 'e', 'c', 'a', 'e', 'a', 'd', 'e', 'b', 'b', 'b', 'c', 'c', 'd', 'c', 'd', 'b', 'e')",800
17,3,55.2,"('d', 'a', 'e', 'c', 'b', 'd', 'b', 'c', 'c', 'a', 'a')",29,9,19098,38.5,"('b', 'b', 'b', 'b', 'd', 'b', 'c', 'b', 'a', 'b')",48,12,51661,16.4,"('d', 'a', 'e', 'c', 'c', 'c', 'e', 'c', 'd', 'c', 'c', 'b', 'e', 'c', 'a', 'b', 'e', 'a', 'd', 'a', 'e', 'c', 'd', 'e', 'd', 'd', 'e', 'c', 'd', 'd', 'b', 'd', 'e', 'b', 'c', 'd', 'c', 'c', 'e', 'c', 'c', 'c', 'b', 'e', 'd', 'd', 'd', 'b', 'a', 'a', 'a', 'c', 'a', 'e', 'b', 'e', 'a', 'e', 'd', 'b', 'c', 'b', 'b', 'c', 'e', 'a', 'c', 'a', 'a', 'e', 'a', 'e', 'd', 'c', 'b', 'd', 'd', 'c', 'b', 'c', 'e', 'c', 'c', 'b', 'd', 'd', 'b', 'd', 'e', 'c', 'b', 'b', 'b', 'd', 'd', 'b', 'c', 'c', 'b', 'd', 'e', 'e', 'c', 'd', 'b', 'a', 'b', 'b', 'c', 'e', 'e', 'c', 'e', 'a', 'd', 'a', 'b', 'd', 'e', 'c', 'c', 'd', 'b', 'b', 'd', 'b', 'c', 'e', 'b', 'e', 'd', 'c', 'd', 'c', 'a', 'd', 'b', 'd', 'c', 'b', 'a', 'a', 'c', 'a', 'a', 'c', 'c', 'a', 'a', 'd', 'e', 'b', 'c', 'c', 'd', 'a', 'd', 'b', 'd', 'e', 'e', 'c', 'e', 'd', 'b', 'e', 'a', 'd', 'a', 'd', 'c', 'd', 'e', 'e', 'c', 'b', 'a', 'd', 'd', 'e', 'e', 'e', 'a', 'a', 'e', 'd', 'e', 'e', 'c', 'd', 'd', 'd', 'b', 'c', 'b', 'c', 'a', 'e', 'a', 'd', 'e', 'b', 'd', 'a', 'b', 'e', 'e', 'b')",30600
17,4,3.22,NAN,21,6,9315,6.98,NAN,21,6,9326,0.106,"('a', 'c', 'd', 'd', 'b', 'b', 'b', 'a', 'a', 'b', 'e', 'c', 'a', 'c', 'a', 'c', 'c', 'e', 'b', 'b', 'e', 'b', 'a', 'c', 'c', 'b', 'e', 'c', 'a', 'e', 'd', 'a', 'd', 'c', 'b', 'b', 'b', 'b', 'e', 'e', 'b', 'b', 'b', 'b', 'd', 'c', 'b', 'e', 'e', 'd', 'b', 'd', 'a', 'e', 'a', 'b', 'd', 'c', 'e', 'b', 'c', 'e', 'e', 'e', 'c', 'c', 'c', 'c', 'b', 'b', 'd', 'd', 'b', 'a', 'e', 'd', 'a', 'd', 'd', 'e', 'b', 'd', 'c', 'b', 'c', 'd', 'c', 'a', 'a', 'e', 'a', 'd', 'e', 'e', 'a', 'e', 'e')",200
17,5,86.8,"('e', 'a', 'c', 'b', 'a', 'e', 'e', 'a', 'a', 'a')",42,11,37222,80.2,NAN,71,18,106121,8.08,"('b', 'd', 'a', 'c', 'e', 'a', 'd', 'a', 'a', 'd', 'e', 'e', 'd', 'c', 'a', 'd', 'e', 'e', 'c', 'c', 'd', 'a', 'd', 'a', 'c', 'c', 'c', 'b', 'e', 'b', 'a', 'b', 'd', 'c', 'e', 'd', 'a', 'd', 'c', 'c', 'c', 'a', 'e', 'e', 'd', 'e', 'd', 'e', 'e', 'e', 'b', 'a', 'a', 'e', 'd', 'e', 'e', 'd', 'c', 'c', 'b', 'e', 'b', 'd', 'd', 'd')",14800
15,1,1.64,NAN,16,12,5964,2.43,NAN,16,12,6796,48.0,NAN,120000
15,2,1.72,NAN,16,12,6089,2.17,NAN,16,12,5919,44.5,"('d', 'c', 'd', 'e', 'a', 'e', 'c', 'a', 'b', 'e', 'e', 'b', 'a', 'd', 'b', 'e', 'e', 'c', 'e', 'd', 'c', 'b', 'e', 'a', 'd', 'b', 'c', 'c', 'c', 'e', 'd', 'c', 'd', 'a', 'c', 'c')",110800
15,3,1.73,NAN,16,12,5995,4.09,NAN,24,19,11790,29.3,"('b', 'b', 'a', 'b', 'd', 'b', 'e', 'e', 'd', 'c', 'd', 'e', 'b', 'a', 'c', 'c', 'a')",72600
15,4,1.67,NAN,16,12,5990,3.06,NAN,16,12,5484,15.1,"('e', 'b', 'd', 'e', 'c', 'a', 'e', 'b', 'd', 'd', 'd', 'd', 'b', 'd', 'd', 'c', 'd', 'a', 'd', 'c', 'a', 'd', 'd', 'b', 'c', 'a', 'd', 'b', 'e', 'e', 'a', 'a', 'b', 'c', 'd', 'e', 'd', 'e', 'd', 'c', 'c', 'd')",38200
